comment,xgboost,mat,ggsatd,voting_label,annotator1_label,annotator2_label,annotator3_label,label
// TODO(cgdecker): Should there be a custom exception type for this?,1,1,1,1,-1,-1,-1,-1
"// TODO(cgdecker): make this public? as a type, or a method in CharStreams?",1,1,1,1,-1,-1,-1,-1
// TODO(cgdecker): maybe add a better way to check if a resource exists,1,1,1,1,-1,-1,-1,-1
"// TODO(cgdecker): validate the provided options... for example, just READ seems wrong",1,1,1,1,-1,-1,-1,-1
"// TODO(cgdecker): validate the provided options... for example, just WRITE seems wrong",1,1,1,1,-1,-1,-1,-1
// TODO(chrisn): Check in a better resource,1,1,1,1,-1,-1,-1,-1
// TODO(chrisn): Consider trying to encode/flush directly to the argument byte,1,1,1,1,-1,-1,-1,-1
// TODO(chrisn): only works if we ensure we have crossed file threshold,1,1,1,1,-1,-1,-1,-1
// TODO(chrisn): promote AppendOnlyCollection for use here.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): @ForOverride,1,1,0,1,-1,-1,-1,-1
// TODO(cpovirk): @Weak?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Add casts as needed. Will be noisy and annoying...,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Annotate for nullness.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): ClassNotFoundException... ClassSanityTesterTest$AnInterface,1,1,0,1,-1,-1,-1,-1
// TODO(cpovirk): ClassNotFoundException: com.google.common.base.Function,0,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Consider being more strict.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Consider calling getDone() in our own code.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Consider documenting that IAE on the various methods that can throw it.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Consider removing this?,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): Consider removing, especially if we provide run(Runnable)",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Consider using EqualsTester from Guava.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Figure out Android JUnit 4 support. Does it work with Gingerbread? @RunWith?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Figure out a good name for this variable.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): File BigDecimal.divide() rounding bug.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): File bug for BigDecimal.doubleValue().,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): How significant is this failure?,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): If some other test already initialized commonPool(), this won't work :(",1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): In an ideal world, we'd check here that we're running on Android.",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Look up Build.VERSION.SDK_INT reflectively.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Make this final (but that may break Mockito spy calls).,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Maybe I should have just one shared superclass for AbstractMultimap itself?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): More extensive testing of gap().,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): Move to Hashing or something, since it's used elsewhere in the Android version.",1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): Perhaps we can optimize in this case, too?",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Presize to something plausible?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Remove this,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Return ListenableScheduledFuture?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Should this be merged into UninterruptiblesTest?,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): Should we do this at the end of the method, as in the server version?",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Should we just use ChecksumType directly instead of defining this type?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Should we use a simpler (presumably cheaper) data structure?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Split this into separate CountDownLatch and IncrementableCountDownLatch classes.,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): Standardize parameter names (expression vs. b, reference vs. obj).",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Test forwarding more extensively.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Test that fallback is not run in this case.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Use SourceCodeEscapers if it is added to Guava.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Use maybePropagateCancellationTo?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Use simple name instead of fully qualified after we stop building with JDK 8.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Use standard Javadoc form for SimpleForwarding* class and constructor,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Verify that the cancelled futures are exactly ones that we expect.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): We could optimize this to avoid calling nanoTime() at all.,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): Write a similar test that doesn't use ForkJoinPool (to run under Android)?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): are we over-wrapping?,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): assertTrue(awaitTerminationUninterruptibly(executor, 10, SECONDS));",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): automatically fail the test if this thread throws,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): avoid redundant unmodifiableList wrapping,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): benchmark a version of this method that accepts a GetCheckedTypeValidator,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): better failure messages,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): chain in a CancellationException created at the cancel() call?,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): change parameter order to match other helper methods (Class, Throwable)?",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): checkArgument?,1,1,0,1,-1,-1,-1,-1
// TODO(cpovirk): consider adding support for regex to Truth,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): consider clearing this.delegate,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): consider manual binary search under GWT to preserve O(log N) lookup,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): consider using the logger associated with listener.getClass().,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): consider using this approach (derived suites instead of extension) in,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): could something like this be used elsewhere, e.g., ReserializedListGenerator?",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): does this test fail for only some rounding modes or for all?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): eliminate surprising Object/Class overloading of shouldFail,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): eliminate use of mocks,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): enable when ready (apparently after a change to our GWT emulation),1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): equals(), as well, in case it's any faster than Sets.equalsImpl?",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): explore ways of making ListenableFutureTask final. There are some valid reasons,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): if reference has been cleared, remove it?",1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): implement interruption, updating this test:",1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): instead of skipping, use a smaller number of steps",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): java.lang.IllegalAccessError: superclass not accessible,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): maybe make this look like the method call does (""Functions.compose(...)"")",1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): maybe make this look like the method call does (""Predicates.compose(...)"")",1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): maybe remove ""defaultValue="" to make this look like the method call does",1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): promote to Uninterruptibles, and add untimed version",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): run tests in other thread instead of messing with main thread interrupt status,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): should we be including other methods from the shim here and,1,1,1,1,-1,-1,-1,-1
"// TODO(cpovirk): should we reject null items, since the tests already check null automatically?",1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): some of these are inexplicably slow (20-30s) under GWT,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): split into ImmutableSortedSet/ForwardingImmutableSortedSet?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): test all of these with the ranges added in the reverse order,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): top-level class?,1,1,1,1,-1,-1,-1,-1
// TODO(cpovirk): why does asSubclass() throw? Is it something about ClassLoaders?,1,1,1,1,-1,-1,-1,-1
// TODO(dbeaumont): Support escapers where alphanumeric chars are not safe.,1,1,1,1,-1,-1,-1,-1
// TODO(dbeaumont): Switch to static factory methods for creation now that class is final.,1,1,1,1,-1,-1,-1,-1
"// TODO(dbeaumont): evaluate custom implementations, considering package private constructor.",1,1,1,1,-1,-1,-1,-1
"// TODO(dbeaumont,cpovirk): Rename this something better once refactoring done",1,0,1,1,-1,-1,-1,-1
// TODO(diamondm) consider moving this into addPendingString so it's always in the output,1,1,1,1,-1,-1,-1,-1
// TODO(diamondm) consider using Arrays.toString() for array parameters,1,1,1,1,-1,-1,-1,-1
"// TODO(dpb): Better toString, in the style of Futures.transform etc.",1,1,1,1,-1,-1,-1,-1
"// TODO(dpb): Consider reusing one CloseableList for the entire pipeline, modulo combinations.",1,1,1,1,-1,-1,-1,-1
// TODO(dpb): Consider ways to defer closing without creating a separate CloseableList.,1,1,1,1,-1,-1,-1,-1
// TODO(dpb): GWT compatibility.,1,1,1,1,-1,-1,-1,-1
// TODO(dpb): Should this do something special if the function throws CancellationException or,1,1,1,1,-1,-1,-1,-1
// TODO(dpb): Should we use a pair of ArrayLists instead of an IdentityHashMap?,1,1,1,1,-1,-1,-1,-1
// TODO(dpb): Switch to future.catchingSync when that exists (passing a throwing function).,1,1,1,1,-1,-1,-1,-1
// TODO(dpb): Switch to future.transformSync when that exists (passing a throwing function).,1,1,1,1,-1,-1,-1,-1
"// TODO(dpb): Use Expect once that supports JUnit 3, or we can use JUnit 4.",1,1,1,1,-1,-1,-1,-1
// TODO(emcmanus): consider whether to log other failure cases too.,1,1,1,1,-1,-1,-1,-1
// TODO(emcmanus): implement,1,1,1,1,-1,-1,-1,-1
// TODO(fry): Lazily create segments?,1,1,1,1,-1,-1,-1,-1
"// TODO(fry): Look into Maps.KeySet and Maps.Values, which can ideally be reused here but are",1,1,1,1,-1,-1,-1,-1
// TODO(fry): Separate logic for consistency between emul and nonemul implementation.,1,1,1,1,-1,-1,-1,-1
// TODO(fry): batch by segment,1,1,1,1,-1,-1,-1,-1
// TODO(fry): check recency ordering,1,1,1,1,-1,-1,-1,-1
// TODO(fry): could also cancel loading if we had a handle on its future,1,1,1,1,-1,-1,-1,-1
// TODO(fry): define a new type which creates event objects and automates the clear logic,1,1,1,1,-1,-1,-1,-1
// TODO(fry): empirically optimize this,1,1,1,1,-1,-1,-1,-1
// TODO(fry): instead implement this with an eviction head,1,1,1,1,-1,-1,-1,-1
// TODO(fry): record count of loaded entries,1,1,1,1,-1,-1,-1,-1
"// TODO(fry): rename get, then extend AbstractFuture instead of containing SettableFuture",1,1,1,1,-1,-1,-1,-1
// TODO(fry): store entry key instead of query key,1,1,1,1,-1,-1,-1,-1
// TODO(fry): when we link values instead of entries this method can go,1,1,1,1,-1,-1,-1,-1
// TODO(gak): make these public?,1,1,1,1,-1,-1,-1,-1
// TODO(gak): tune this condition based on empirical evidence,1,1,1,1,-1,-1,-1,-1
