commenttext,classification
print al collect profil dat,0
non nl,0
return if select chang is in flux,0
non nl,0
shortcut key,0
cancel,0
setbackground list getselectionbackground setforeground list getselectionforeground,0
topborderpanel setbord borderfactor createemptybord,0
should be a mutabletreenod,0
dateareab setactivitydepositorycontext dateareab getdateare setactivitiessupport tru,0
shortcut key,0
model view,0
cur tim,0
non nl,0
thi profil point is par of the next on,0
non nl,0
cre a virt fold,0
plugin wa not correctl load,0
if ther is noth select return,0
enabled checkbox must be edit,0
upd mess list,0
en plugin string id currentnod getid maininterfac pluginm set id b booleanvalu,0
ens that we ar cur in the mail compon,0
todo re en feat the follow cod viol our design access fold is onl allow in command execut,0
attach control doe not support redo op,0
cre new menu,0
cop copymessagecommand command new copymessagecommand result commandprocess getinst addop command,0
id org columb exampl helloworld helloworldplugin,0
get the salut if on is specif,0
non nl,0
remov the titl and the prec comm,0
dis max occur,0
remov the salut,0
non nl,0
setbord borderfactor createemptybord,0
if the fifo could not be rest init it,0
get search fold,0
jpanel innerpanel build getpanel formdebugutil dump innerpanel setlayout new borderlayout ad innerpanel borderlayout cent,0
init titl string,0
authenticationcombobox addactionl thi,0
tooltip text,0
non nl,0
publ filtercriter getcriter int index return filtercriter list get index,0
publ calendaritem getselect int row getselectedrow return checkableitemlisttablemodel getmodel getel row,0
guar to return a non nul array,0
non nl,0
mov,0
non nl,0
search in subfold rec,0
tagl tagl new calendartagl thi jscrollpan taglistscrollp new jscrollpan tagl taglistscrollp sethorizontalscrollbarpolic jscrollpan horizont scrollbar nev taglistscrollp setbord borderfactor createemptybord,0
unsupportedflavorexceiv ioexceiv,0
skip if mess doe not contain the request headerfield,0
get first select mess,0
column row ar ad dynam no nee to defin them her,0
get first select mess,0
non nl,0
sav expand stat,0
bod untouch,0
select fold again aft mov op,0
non nl,0
cont the ful nam of the new mailbox,0
return if select chang is in flux,0
must do thi for background to show up,0
sav the auth mod,0
do noth if we ar hov ov the root nod,0
column row ar ad dynam no nee to defin them her,0
get config from tre xml fil,0
skip the first column,0
recursivl expand al child,0
mainconstraint fil gridbagconstraint both mainconstraint inset new inset mainconstraint gridwid gridbagconstraint remaind mainconstraint weightx mainconstraint weight,0
expand fold,0
non nl,0
warn us,0
match al match,0
saf to cast to imailfold her beca onl thos ar vis to the us,0
re ad al top compon lik recip editorsubject edit,0
no sort,0
if rootfold is not cach trav the tre,0
tooltip text,0
if window is maxim ign the window siz propert otherw us window siz propert but ens that the window is completl vis on the desktop,0
appl transp icon,0
non nl,0
cre temporar fold in mail,0
check for default port,0
sav expand stat,0
check if it contain comm charact,0
get headerfield,0
cre emptybord between compon and dialog fram,0
get headerfield,0
focusm getinst delet,0
ok press,0
putvalu smal icon imageload geticon script png,0
not we neg the expand stat beca thi is a wil expandcollap list,0
non nl non nl,0
tooltip text,0
assoc with javahelp,0
par director for mail fold for exampl columbamail,0
non nl,0
shortcut key,0
attributpanel ad imappanel borderlayout cent,0
shortcut key,0
box setbackground new col jscrollpan pan new jscrollpan box pan setbord nul,0
calc mailbox siz in background work,0
search al crit in spec provid onl,0
reg at shutdownm when clos columb thi wil autom sav al fold dat,0
guar to return a non nul array,0
shortcut key,0
assoc ui compon with focusown,0
icon for menu putvalu smal icon imageload getsmallimageicon config fold png,0
non nl,0
set par fold uid,0
non nl,0
cast to fold,0
non nl,0
cre compo model,0
centerpanel ad box createrigidare new jav awt dim centerpanel ad box createrigidare new jav awt dim,0
onl us the first select fold,0
tel fram model that fram is clos if thi fram ha not been op us framem method framem clos doe noth,0
test if ther is a trail html tag,0
homepagebutton,0
mailframecontrol framemed registertreeselectionl thi,0
process the list last to first notif thos that ar interest in thi ev,0
it is saf her to cast to abstractmailframecontrol,0
non javadoc see jav awt ev actionl actionperform jav awt ev actionev,0
emailtextfield,0
if window is maxim ign the window siz propert otherw us window siz propert but ens that the window is completl vis on the desktop,0
ok press,0
clos stream,0
cancel press,0
non nl,0
shortcut key,0
listview new filterlist filterl thi listview getselectionmodel addlistselectionl thi jscrollpan scrollpan new jscrollpan listview scrollpan setprefer new dim scrollpan getviewport setbackground col whit centerpanel ad scrollpan,0
shortcut key,0
non nl non nl,0
shortcut key,0
sav old framemed in cach us contain 's old id,0
tooltip text,0
non nl,0
init bottom panel with ok cancel button,0
non nl,0
button panel,0
non nl,0
cre emptybord between compon and dialog fram,0
non nl,0
tri to set select,0
non nl,0
fold fold abstractmessagefold r getfold,0
non nl,0
select nod in jtree,0
init complet,0
show er mess,0
non nl,0
impl thi,0
non nl,0
get glob sort stat,0
non nl,0
mailinterfac treemodel nodestructurechang parentfold,0
non nl,0
bugfix but do not know whi that bug occ,0
non nl,0
sort is en,0
drag res interact,0
layout cent panel,0
non nl,0
we hav a spec command for vfold,0
modif card propert in fold,0
appl sort stat,0
non nl,0
success connect and autenth to smtp serv,0
non nl,0
sort is dis,0
non nl,0
if no exceiv hap we hav success log in,0
reg for statu ev,0
tstich someon ad tag her thi is not the right plac,0
non nl,0
get glob sort stat,0
xmlelement filt new xmlelement filt defaultel addel filt,0
set subject,0
initperspect thi perspect,0
if medy contain a sort treemodel,0
get select fold,0
set tooltip text,0
process the list last to first notif thos that ar interest in thi ev,0
nee to be cal bef searchreplac to set up al the stat we nee,0
mak sur ther is noth within the root dockingport,0
cancel press,0
tooltip text,0
mak sur we ar log in,0
non nl non nl non nl,0
show first tim account wizard,0
tooltip text,0
skip the first column build setleadingcolumnoffset ad compon to the panel,0
tooltip text,0
if it isnt a mess fold then it must be a root and thos should not be sort,0
if no dat head wa found it is necessar to contruct a new on thi is the cas for outgo mess from eudor,0
set default valu setfont plainfont settooltiptext,0
tooltip text,0
sort is en,0
tooltip text,0
appl sort stat,0
tooltip text,0
set label text,0
check if the fram control ha been reg el do noth,0
end of text wa reach begin at the start,0
tooltip text,0
nam of fold,0
tooltip text,0
set label text,0
retriev contact model from fold,0
non javadoc see org columb mail imap iimapserv getdelimit,0
reg a list to the selectionmang to check for select chang,0
cre mess,0
tooltip text,0
lastreplaceposit lastfoundposit replacewi leng,0
tooltip text,0
ad select list,0
non nl,0
find backward,0
riyad the pref ap can not be us to read the window 's registr it is cod to us the registr if avail a a back stor on in the softwarejavasoftpref registr key for hkey cur us and hkey loc machin path i hav seen a few jav ap that us the window registr and they al requir a nat lib to do it,0
default select is loc inbox,0
compon strut box createrigidare new dim gridbaglayout setconstraint strut c eastpanel ad strut gridbaglayout setconstraint defaultbutton c eastpanel ad defaultbutton,0
transf interfac method,0
select the norm entr a default,0
const,0
non nl non nl,0
nam textfield gettext,0
thi act is dis when the textplain edit is us so it saf to just cast to htmleditorcontrol her,0
set the wid height and im typ,0
tri again but ign charset spec in the html,0
systemcol controllthighlight,0
process the list last to first notif thos that ar interest in thi ev,0
cre a graph context for thi buff im,0
nee to chang select set ign flag,0
convert to inputstream,0
non nl,0
lastreplaceposit lastfoundposit,0
if not specif return empt it,0
onl upd if timestamp is eq,0
non nl unreadlabel setfont boldfont non nl,0
match whol word,0
non nl non nl,0
result append,0
non nl,0
append rec mess count us blu font,0
non nl,0
bottom ad box createhorizontalglu,0
com ar not display correctl in compo,0
do not car,0
non nl,0
draw fold nam and unseen count us bold font,0
non javadoc see org columb cor filt ifilteractionl get int,0
bottom ad box createhorizontalglu,0
non nl,0
if imap select fold lightgray font col and it,0
tabl should be upd when tre select chang,0
login is alway support,0
non nl non nl,0
send cancel ev to work,0
reg for model chang to en when us switch between html or text plain mod,0
intern vary which is us for text replac purpo,0
non nl,0
clos the mailbox if it is select,0
check if a singl entr is select,0
bottom ad box createhorizontalstrut,0
reg interest on tre select chang,0
notif list,0
non nl,0
set the readonl flag,0
we gen most button us the act alread instanc,0
which bodypart shal be shown \? htmlplain,0
quot origin mess diff method for text and html,0
which bodypart shal be shown \? htmlplain,0
us wrap class for easy handl of ref array adapt new foldercommandadapt mailfoldercommandref getref get array of sourc ref mailfoldercommandref r adapt getsourcefolderref,0
priv jtextfield logintextfield,0
non nl,0
us logintextfield gettext,0
and get the uid for thi nod,0
priv jframe fram,0
cre stream from string,0
jbutton button new jbutton,0
cre el,0
bottom setlayout new boxlayout bottom boxlayout x ax,0
us repl to field if giv el us from,0
bottom ad box createhorizontalstrut,0
non nl non nl,0
turn off ssl for the fut,0
non nl,0
cre imap protocol,0
non nl,0
turn off ssl for the fut,0
get first select mess,0
just us the default a fallback,0
stick with the default charset,0
cap say that ssl is not support,0
drag res interact,0
if cap wa not support just giv it a tri,0
non nl,0
shal we switch to ssl \?,0
start a new search clear al previou search result,0
mak sur we ar alread log in,0
top setbackground titlebackground,0
remov the 'auth ',0
